City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Komsomolskiy,UZ,2021-07-07 22:50:54,40.4272,71.7189,81.82,29,1,4.61
272,Mantua,IT,2021-07-07 22:50:54,45.1667,10.7833,81.21,76,3,6.42
273,Mindelo,CV,2021-07-07 22:50:54,16.8901,-24.9804,74.75,78,20,14.97
274,Leningradskiy,RU,2021-07-07 22:50:55,69.3833,178.4167,45.12,75,94,7.74
275,Pangnirtung,CA,2021-07-07 22:50:55,66.1451,-65.7125,44.6,70,40,19.57
276,Ashland,US,2021-07-07 22:50:55,40.8167,-82.2665,82.65,78,10,7.78
277,Dera Bugti,PK,2021-07-07 22:50:56,29.0307,69.151,89.4,53,0,4.27
278,Los Llanos De Aridane,ES,2021-07-07 22:50:56,28.6585,-17.9182,67.75,95,0,13.8
279,Chokurdakh,RU,2021-07-07 22:50:56,70.6333,147.9167,53.04,85,100,12.3
280,Saint-Joseph,RE,2021-07-07 22:50:57,-21.3667,55.6167,68.36,76,17,13.8
281,Torres,BR,2021-07-07 22:50:57,-29.3353,-49.7269,58.14,90,0,6.02
282,Half Moon Bay,US,2021-07-07 22:50:57,37.4636,-122.4286,84.97,69,90,1.99
283,Rio Grande,BR,2021-07-07 22:50:57,-32.035,-52.0986,58.95,88,1,7.76
284,Srednekolymsk,RU,2021-07-07 22:50:58,67.45,153.6833,79.11,50,93,20.24
285,Kalaleh,IR,2021-07-07 22:50:58,37.3807,55.4916,78.48,69,54,3.18
286,Henties Bay,NA,2021-07-07 22:50:58,-22.116,14.2845,52.86,83,0,6.38
287,Nexo,DK,2021-07-07 22:50:59,55.0607,15.1306,62.69,80,1,7.16
288,Mtambile,TZ,2021-07-07 22:50:59,-5.3833,39.7,75.9,77,3,14.14
289,Miraflores,MX,2021-07-07 22:51:00,19.2167,-98.8083,68.04,83,100,5.41
290,Belmonte,BR,2021-07-07 22:51:00,-15.8631,-38.8828,72.1,69,68,9.82
291,Saint Anthony,US,2021-07-07 22:48:17,45.0205,-93.218,68.31,73,90,3.0
292,Honningsvag,NO,2021-07-07 22:51:00,70.9821,25.9704,55.71,84,95,12.01
293,Nerchinskiy Zavod,RU,2021-07-07 22:51:01,51.3088,119.61,65.68,87,95,2.64
294,Deputatskiy,RU,2021-07-07 22:51:01,69.3,139.9,53.19,89,100,4.76
295,Kasongo-Lunda,CD,2021-07-07 22:51:01,-6.4667,16.8167,66.85,26,19,1.79
296,Kieta,PG,2021-07-07 22:51:02,-6.2167,155.6333,78.93,86,100,3.62
297,Ostersund,SE,2021-07-07 22:51:02,63.1792,14.6357,63.05,72,75,8.05
298,Cabedelo,BR,2021-07-07 22:51:02,-6.9811,-34.8339,75.87,81,4,16.28
299,Rundu,NA,2021-07-07 22:51:03,-17.9333,19.7667,51.91,37,0,5.82
300,Raudeberg,NO,2021-07-07 22:51:03,61.9875,5.1352,59.2,94,84,4.34
301,Tahta,EG,2021-07-07 22:51:03,26.7693,31.5021,89.92,22,0,7.34
302,Yuncheng,CN,2021-07-07 22:51:04,35.0231,110.9928,80.13,69,3,3.2
303,High Level,CA,2021-07-07 22:51:04,58.5169,-117.136,84.31,42,1,6.91
304,Port Hedland,AU,2021-07-07 22:51:04,-20.3167,118.5667,57.25,67,72,9.22
305,Osakarovka,KZ,2021-07-07 22:51:05,50.565,72.5692,57.7,63,82,14.94
306,Saltillo,MX,2021-07-07 22:46:57,25.4167,-101.0,77.99,60,80,14.38
307,Ndele,CF,2021-07-07 22:51:05,8.4109,20.6473,68.14,97,100,5.23
308,Piran,SI,2021-07-07 22:51:05,45.5278,13.5706,79.52,72,0,8.05
309,Beloha,MG,2021-07-07 22:51:06,-25.1667,45.05,62.69,94,0,6.42
310,Gobabis,NA,2021-07-07 22:51:06,-22.45,18.9667,50.67,38,0,13.35
311,Askino,RU,2021-07-07 22:51:06,56.0901,56.5783,54.1,78,13,3.65
312,Sorland,NO,2021-07-07 22:51:07,67.667,12.6934,56.17,97,100,11.43
313,Kiruna,SE,2021-07-07 22:51:07,67.8557,20.2251,61.72,82,93,12.66
314,Oranjemund,NA,2021-07-07 22:51:07,-28.55,16.4333,55.18,70,19,9.06
315,Isangel,VU,2021-07-07 22:51:07,-19.55,169.2667,75.31,83,75,11.5
316,Pozo Colorado,PY,2021-07-07 22:51:08,-23.4923,-58.7972,71.29,37,0,3.89
317,Ahuimanu,US,2021-07-07 22:51:08,21.4447,-157.8378,87.51,56,40,12.66
318,Tomatlan,MX,2021-07-07 22:51:09,19.9333,-105.25,81.84,83,95,4.92
319,Gus-Zheleznyy,RU,2021-07-07 22:51:09,55.0581,41.1656,60.46,75,6,2.89
320,Cotonou,BJ,2021-07-07 22:51:09,6.3654,2.4183,80.58,89,40,11.5
321,Papara,BR,2021-07-07 22:51:09,-3.9839,-38.7273,79.68,85,1,3.69
322,Shuangyang,CN,2021-07-07 22:51:10,43.5242,125.6736,69.76,86,62,6.02
323,Berdigestyakh,RU,2021-07-07 22:51:10,62.0989,126.6992,76.78,49,9,7.72
324,Bonfim,BR,2021-07-07 22:51:10,3.0833,-59.95,77.72,83,38,2.1
325,Mount Gambier,AU,2021-07-07 22:51:11,-37.8333,140.7667,39.11,87,100,10.36
326,Luanda,AO,2021-07-07 22:51:11,-8.8368,13.2343,71.6,94,75,3.44
327,Najran,SA,2021-07-07 22:51:11,17.4924,44.1277,83.05,14,13,2.75
328,Kavieng,PG,2021-07-07 22:51:12,-2.5744,150.7967,78.35,85,100,4.83
329,Nuuk,GL,2021-07-07 22:51:12,64.1835,-51.7216,43.88,75,2,11.01
330,Leticia,CO,2021-07-07 22:51:12,-4.2153,-69.9406,84.25,74,40,3.44
331,Zhangye,CN,2021-07-07 22:51:13,38.9342,100.4517,73.58,26,1,4.9
332,Hsinchu,TW,2021-07-07 22:51:13,24.8036,120.9686,84.94,84,10,1.99
333,Harvey,US,2021-07-07 22:51:13,38.05,-97.4336,89.92,61,20,8.99
334,Dandong,CN,2021-07-07 22:50:50,40.1292,124.3947,72.21,82,99,0.83
335,Souillac,MU,2021-07-07 22:51:14,-20.5167,57.5167,73.36,83,75,14.97
336,Salinopolis,BR,2021-07-07 22:51:15,-0.6136,-47.3561,78.62,85,14,10.47
337,Caravelas,BR,2021-07-07 22:51:15,-17.7125,-39.2481,68.31,79,5,6.4
338,Chauk,MM,2021-07-07 22:51:15,20.8833,94.8167,78.71,86,74,7.31
339,Baglung,NP,2021-07-07 22:51:16,28.2719,83.5898,72.91,95,100,1.28
340,Kalabo,ZM,2021-07-07 22:51:16,-14.97,22.6814,52.9,50,2,5.7
341,Yoichi,JP,2021-07-07 22:51:16,43.2039,140.7703,72.77,90,99,1.86
342,Wasilla,US,2021-07-07 22:51:17,61.5814,-149.4394,59.49,65,1,3.44
343,Aquidauana,BR,2021-07-07 22:51:17,-20.4711,-55.7872,70.34,35,0,2.42
344,Cabo San Lucas,MX,2021-07-07 22:50:26,22.8909,-109.9124,95.61,67,34,13.96
345,Vestmannaeyjar,IS,2021-07-07 22:51:17,63.4427,-20.2734,52.16,83,100,7.7
346,Puerto Escondido,MX,2021-07-07 22:51:18,15.85,-97.0667,84.47,70,89,5.01
347,Mbanza-Ngungu,CD,2021-07-07 22:51:18,-5.25,14.8667,66.87,69,13,4.88
348,Plettenberg Bay,ZA,2021-07-07 22:51:18,-34.0527,23.3716,58.37,39,40,6.62
349,Bang Saphan,TH,2021-07-07 22:51:19,11.2126,99.5117,77.88,83,100,5.97
350,Naustdal,NO,2021-07-07 22:51:19,61.509,5.7168,60.12,91,98,1.97
351,Viedma,AR,2021-07-07 22:50:26,-40.8135,-62.9967,55.33,46,100,12.03
352,Galeana,MX,2021-07-07 22:51:19,24.8333,-100.0667,75.31,82,81,6.08
353,Jining,CN,2021-07-07 22:51:20,35.405,116.5814,84.0,1,4,4.05
354,Dajal,PK,2021-07-07 22:51:20,29.5577,70.3762,96.17,41,0,18.41
355,Gawler,AU,2021-07-07 22:51:20,-34.6,138.7333,51.48,64,97,8.46
356,Moron,AR,2021-07-07 22:51:21,-34.6534,-58.6198,60.01,96,18,2.3
357,Mattru,SL,2021-07-07 22:51:21,7.6244,-11.8332,73.94,97,50,3.09
358,Vardo,NO,2021-07-07 22:51:21,70.3705,31.1107,59.74,81,88,13.35
359,Sapouy,BF,2021-07-07 22:51:21,11.5544,-1.7736,82.47,59,18,7.63
360,Lundazi,ZM,2021-07-07 22:51:22,-12.2929,33.1782,56.88,55,0,10.11
361,Namatanai,PG,2021-07-07 22:51:22,-3.6667,152.4333,80.37,81,97,5.28
362,Musafirkhana,IN,2021-07-07 22:51:22,26.3667,81.8,91.04,57,85,6.29
363,Margate,GB,2021-07-07 22:51:23,51.3813,1.3862,60.04,90,53,1.01
364,Jambi,ID,2021-07-07 22:51:23,-1.6,103.6167,73.33,93,100,2.95
365,Portland,US,2021-07-07 22:49:49,45.5234,-122.6762,83.95,56,90,4.61
366,Uvarovka,RU,2021-07-07 22:51:24,55.5278,35.6061,61.18,86,5,5.03
367,Flinders,AU,2021-07-07 22:51:24,-34.5833,150.8552,46.2,73,94,2.37
368,Opuwo,NA,2021-07-07 22:51:24,-18.0607,13.84,58.68,23,0,6.35
369,Kulhudhuffushi,MV,2021-07-07 22:51:25,6.6221,73.07,82.47,78,100,21.54
370,Novyy Svit,UA,2021-07-07 22:51:25,47.8059,38.0211,65.46,69,66,9.08
371,Raga,SS,2021-07-07 22:51:25,8.4596,25.678,69.1,87,97,3.58
372,Kununurra,AU,2021-07-07 22:51:26,-15.7667,128.7333,62.58,82,50,4.61
373,Maragogi,BR,2021-07-07 22:51:26,-9.0122,-35.2225,74.73,78,0,7.74
374,Coquimbo,CL,2021-07-07 22:46:50,-29.9533,-71.3436,58.73,72,0,9.22
375,Hayden,US,2021-07-07 22:51:27,47.766,-116.7866,94.96,23,1,11.5
376,Storsteinnes,NO,2021-07-07 22:51:27,69.2408,19.2344,63.25,85,100,4.29
377,Bud,US,2021-07-07 22:51:27,39.447,-86.1758,87.78,72,60,4.21
378,Lombardia,MX,2021-07-07 22:51:27,19.15,-102.0333,77.88,82,100,1.57
379,Casambalangan,PH,2021-07-07 22:51:28,18.3765,122.1274,83.25,79,20,6.04
380,Bathsheba,BB,2021-07-07 22:51:28,13.2167,-59.5167,83.01,74,75,19.57
381,Katangli,RU,2021-07-07 22:51:28,51.7102,143.2326,59.32,78,19,10.13
382,Vodyane,UA,2021-07-07 22:51:29,47.4875,34.4924,71.85,82,62,13.42
383,Iqaluit,CA,2021-07-07 22:46:51,63.7506,-68.5145,49.73,57,75,6.91
384,Ketchikan,US,2021-07-07 22:51:29,55.3422,-131.6461,66.67,52,1,10.36
385,Aktyubinskiy,RU,2021-07-07 22:51:29,54.8137,52.8056,55.04,72,0,6.69
386,Zhezkazgan,KZ,2021-07-07 22:51:30,47.8043,67.7144,77.31,52,100,23.85
387,Hay River,CA,2021-07-07 22:47:36,60.8156,-115.7999,87.78,30,75,13.8
388,Santa Marta De Tormes,ES,2021-07-07 22:51:30,40.9506,-5.6272,55.42,61,0,1.99
389,Murray Bridge,AU,2021-07-07 22:51:30,-35.1167,139.2667,51.69,66,100,9.22
390,Porto Santo,PT,2021-07-07 22:51:31,33.072,-16.3415,69.71,68,40,8.05
391,Paramonga,PE,2021-07-07 22:51:31,-10.6667,-77.8333,64.31,76,10,7.74
392,Arrecife,ES,2021-07-07 22:51:32,28.963,-13.5477,71.67,78,40,27.63
393,Campbell River,CA,2021-07-07 22:50:06,50.0163,-125.2446,72.93,73,20,9.22
394,Talnakh,RU,2021-07-07 22:51:32,69.4865,88.3972,47.1,57,18,11.23
395,Tual,ID,2021-07-07 22:51:33,-5.6667,132.75,80.24,80,71,15.9
396,Itarema,BR,2021-07-07 22:51:33,-2.9248,-39.9167,77.94,79,26,10.11
397,Marawi,PH,2021-07-07 22:51:33,7.9986,124.2928,65.64,90,45,0.89
398,Sumenep,ID,2021-07-07 22:51:34,-7.0167,113.8667,77.4,81,100,2.35
399,Hofn,IS,2021-07-07 22:51:34,64.2539,-15.2082,51.03,92,74,8.9
400,Samarai,PG,2021-07-07 22:51:34,-10.6167,150.6667,79.32,86,81,16.8
401,Kibala,TD,2021-07-07 22:51:35,9.1104,18.3463,69.75,100,20,0.0
402,Ponta Delgada,PT,2021-07-07 22:51:35,37.7333,-25.6667,68.72,88,20,12.66
403,Muros,ES,2021-07-07 22:51:35,42.7762,-9.0603,62.24,91,32,6.67
404,Hasaki,JP,2021-07-07 22:51:35,35.7333,140.8333,73.29,95,100,7.63
405,Ous,RU,2021-07-07 22:51:36,60.9058,61.5186,61.25,62,0,4.92
406,Yulara,AU,2021-07-07 22:51:36,-25.2406,130.9889,37.24,60,18,12.66
407,Matamoros,MX,2021-07-07 22:51:30,25.5333,-103.25,85.1,47,57,20.02
408,Ambilobe,MG,2021-07-07 22:51:37,-13.2,49.05,64.53,86,0,3.94
409,Lac Du Bonnet,CA,2021-07-07 22:51:37,50.2536,-96.0612,74.59,23,3,3.83
410,Nemuro,JP,2021-07-07 22:51:37,43.3236,145.575,54.32,96,100,12.97
411,Conde,BR,2021-07-07 22:51:38,-7.2597,-34.9075,74.66,78,0,8.05
412,Lorengau,PG,2021-07-07 22:51:38,-2.0226,147.2712,81.7,78,100,2.77
413,Khlevnoye,RU,2021-07-07 22:51:38,52.1951,39.0932,57.22,65,63,3.87
414,Nome,US,2021-07-07 22:51:39,64.5011,-165.4064,47.16,87,90,16.11
415,Dangriga,BZ,2021-07-07 22:51:39,16.9692,-88.2321,87.76,68,100,12.53
416,Oriximina,BR,2021-07-07 22:51:40,-1.7656,-55.8661,77.49,82,79,2.71
417,Timmins,CA,2021-07-07 22:50:19,48.4669,-81.3331,60.62,48,75,4.61
418,Poum,NC,2021-07-07 22:51:40,-20.2333,164.0167,71.71,70,52,20.29
419,Narsaq,GL,2021-07-07 22:51:40,60.9167,-46.05,50.83,57,100,3.67
420,Reconquista,AR,2021-07-07 22:50:12,-29.15,-59.65,62.82,74,1,8.86
421,Lircay,PE,2021-07-07 22:51:41,-12.9896,-74.7205,63.14,50,5,5.86
422,Asfi,MA,2021-07-07 22:51:41,32.2994,-9.2372,66.97,78,0,21.68
423,Bintulu,MY,2021-07-07 22:51:41,3.1667,113.0333,73.81,94,40,5.01
424,Howard Springs,AU,2021-07-07 22:51:42,-12.497,131.047,75.87,79,91,3.67
425,Terney,RU,2021-07-07 22:51:42,45.0503,136.6092,59.59,92,100,3.83
426,Hinesburg,US,2021-07-07 22:51:42,44.3292,-73.1107,66.51,79,75,3.0
427,Calarasi,MD,2021-07-07 22:51:43,47.2544,28.3081,68.11,90,0,3.49
428,Chapais,CA,2021-07-07 22:47:43,49.7834,-74.8492,55.18,36,7,8.12
429,Colonial Park,US,2021-07-07 22:51:43,40.3006,-76.8097,94.51,39,1,8.05
430,Port Pirie,AU,2021-07-07 22:51:43,-33.1833,138.0167,37.49,60,93,6.15
431,Cayenne,GF,2021-07-07 22:51:43,4.9333,-52.3333,77.09,91,75,1.14
432,Bull Savanna,JM,2021-07-07 22:51:44,17.8868,-77.5902,81.28,64,80,15.14
433,Jijiga,ET,2021-07-07 22:51:44,9.35,42.8,62.19,72,52,15.1
434,Catabola,AO,2021-07-07 22:51:44,-12.15,17.2833,53.58,37,52,3.0
435,Grand-Santi,GF,2021-07-07 22:51:45,4.25,-54.3833,73.85,98,37,1.99
436,Ewa Beach,US,2021-07-07 22:51:41,21.3156,-158.0072,87.75,48,20,15.01
437,Kedrovka,RU,2021-07-07 22:51:45,55.5333,86.05,47.28,83,0,2.75
438,Meulaboh,ID,2021-07-07 22:51:46,4.1363,96.1285,75.27,92,100,3.78
439,Vila Franca Do Campo,PT,2021-07-07 22:51:46,37.7167,-25.4333,68.41,90,46,7.99
440,Khandyga,RU,2021-07-07 22:51:46,62.6667,135.6,74.41,53,10,3.98
441,Atlantic City,US,2021-07-07 22:50:00,39.3643,-74.4229,92.26,68,1,10.36
442,Nirmal,IN,2021-07-07 22:51:47,19.1,78.35,77.88,86,100,7.02
443,Kandry,RU,2021-07-07 22:51:47,54.5667,54.1167,54.45,71,41,6.11
444,Hirara,JP,2021-07-07 22:51:47,24.8,125.2833,82.67,89,20,6.91
445,Batagay,RU,2021-07-07 22:51:48,67.6333,134.6333,64.85,86,100,2.24
446,Simbahan,PH,2021-07-07 22:51:48,6.3032,120.5836,82.63,79,95,11.05
447,Ouegoa,NC,2021-07-07 22:48:11,-20.35,164.4333,72.97,66,58,6.91
448,Sitka,US,2021-07-07 22:51:49,57.0531,-135.33,57.09,82,75,8.05
449,Abonnema,NG,2021-07-07 22:51:49,4.7084,6.7931,75.49,91,100,5.41
450,Aldergrove,CA,2021-07-07 22:50:01,49.058,-122.4709,70.34,71,75,3.0
451,Prince George,CA,2021-07-07 22:51:49,53.9166,-122.753,89.04,28,1,1.01
452,The Pas,CA,2021-07-07 22:51:50,53.8251,-101.2541,73.42,35,40,10.36
453,Alekseyevka,RU,2021-07-07 22:51:50,50.6309,38.6903,61.21,74,0,6.11
454,Aras,ES,2021-07-07 22:51:50,42.5617,-2.356,55.2,77,0,4.61
455,Vallam,IN,2021-07-07 22:51:51,10.7167,79.0833,80.37,77,100,6.78
456,Berovo,MK,2021-07-07 22:51:51,41.7031,22.8578,64.69,65,0,1.68
457,Windhoek,NA,2021-07-07 22:51:15,-22.5594,17.0832,55.6,28,0,4.61
458,Okhotsk,RU,2021-07-07 22:51:51,59.3833,143.3,54.37,94,100,11.27
459,Liverpool,GB,2021-07-07 22:51:52,53.4106,-2.9779,60.3,78,1,1.99
460,Winburg,ZA,2021-07-07 22:51:52,-28.518,27.0093,45.99,57,7,7.11
461,Gimli,CA,2021-07-07 22:51:52,50.6336,-96.9907,75.06,46,1,9.22
462,Tombouctou,ML,2021-07-07 22:51:53,20.0,-3.0,100.53,8,75,7.9
463,Olafsvik,IS,2021-07-07 22:51:53,64.8945,-23.7142,50.67,93,94,19.69
464,Tuatapere,NZ,2021-07-07 22:51:53,-46.1333,167.6833,42.01,77,80,12.5
465,Pouembout,NC,2021-07-07 22:51:54,-21.1333,164.9,71.74,63,54,10.22
466,Waw,SS,2021-07-07 22:51:54,7.7029,27.9953,69.39,93,99,6.35
467,Amapa,BR,2021-07-07 22:51:54,1.0,-52.0,71.44,98,47,2.26
468,Kwinana,AU,2021-07-07 22:51:54,-32.25,115.7667,59.41,65,78,14.41
469,Sandi,IN,2021-07-07 22:51:55,27.3,79.95,96.58,30,90,3.02
470,Dodge City,US,2021-07-07 22:51:55,37.7528,-100.0171,88.05,48,1,9.22
471,Batemans Bay,AU,2021-07-07 22:51:55,-35.7167,150.1833,43.92,71,21,2.51
472,Esperance,AU,2021-07-07 22:51:56,-33.8667,121.9,48.04,80,84,17.43
473,Calvinia,ZA,2021-07-07 22:51:56,-31.4707,19.776,52.11,32,47,7.2
474,Yurimaguas,PE,2021-07-07 22:51:56,-5.9,-76.0833,78.84,69,36,1.86
475,Canavieiras,BR,2021-07-07 22:51:57,-15.675,-38.9472,71.33,72,85,6.4
476,Namibe,AO,2021-07-07 22:51:57,-15.1961,12.1522,64.98,85,84,5.7
477,Tingi,TZ,2021-07-07 22:51:58,-11.3,35.0333,56.17,72,18,0.85
478,Boende,CD,2021-07-07 22:51:58,-0.2167,20.8667,74.25,64,79,1.66
479,Vredendal,ZA,2021-07-07 22:51:58,-31.6683,18.5012,52.3,49,31,3.24
480,Tete,MZ,2021-07-07 22:51:58,-16.1564,33.5867,62.69,77,75,5.01
481,Pailon,BO,2021-07-07 22:51:59,-17.65,-62.75,80.28,49,0,4.76
482,Dutlwe,BW,2021-07-07 22:51:59,-23.9833,23.9,49.66,45,0,10.2
483,Grand Gaube,MU,2021-07-07 22:51:59,-20.0064,57.6608,73.38,74,33,8.99
484,Fortuna,US,2021-07-07 22:52:00,40.5982,-124.1573,81.43,83,75,1.99
485,Camacha,PT,2021-07-07 22:52:00,33.0833,-16.3333,66.96,68,40,8.05
486,Kloulklubed,PW,2021-07-07 22:52:00,7.0419,134.2556,81.75,78,100,7.25
487,Utiel,ES,2021-07-07 22:52:01,39.5667,-1.2,67.64,56,2,5.08
488,Borba,BR,2021-07-07 22:52:01,-4.3878,-59.5939,78.73,80,87,0.13
489,Barra Do Garcas,BR,2021-07-07 22:52:01,-15.89,-52.2567,75.78,43,0,0.0
490,Pierre,US,2021-07-07 22:52:02,44.3683,-100.351,84.99,50,20,13.8
491,Yichun,CN,2021-07-07 22:48:53,47.7,128.9,67.51,88,90,3.42
492,Fairbanks,US,2021-07-07 22:52:02,64.8378,-147.7164,61.02,68,75,1.99
493,Alice Springs,AU,2021-07-07 22:52:02,-23.7,133.8833,38.75,56,0,0.0
494,Kaseda,JP,2021-07-07 22:52:03,31.4167,130.3167,82.74,89,88,14.94
495,Kanniyakumari,IN,2021-07-07 22:52:03,8.0833,77.5667,79.27,85,23,17.58
496,Mosquera,CO,2021-07-07 22:52:03,4.7059,-74.2302,62.69,51,75,11.5
497,Awjilah,LY,2021-07-07 22:52:04,29.1081,21.2869,85.23,43,0,10.16
498,Khambhaliya,IN,2021-07-07 22:52:04,22.2072,69.6683,82.65,70,86,13.58
499,Kaeo,NZ,2021-07-07 22:52:04,-35.1,173.7833,56.32,81,83,10.63
500,Yushan,CN,2021-07-07 22:52:05,31.3776,120.9543,84.09,89,100,4.5
501,La Paz,BO,2021-07-07 22:52:05,-16.5,-68.15,58.98,18,7,5.75
502,Binzhou,CN,2021-07-07 22:52:05,37.3667,118.0167,81.34,65,62,4.45
503,Vilyuysk,RU,2021-07-07 22:52:06,63.7553,121.6247,78.1,47,6,7.56
504,Kroya,ID,2021-07-07 22:52:06,-7.6331,109.2461,73.42,88,74,4.32
505,Acapulco,MX,2021-07-07 22:48:24,16.8634,-99.8901,83.79,70,89,4.43
506,High Prairie,CA,2021-07-07 22:52:07,55.4334,-116.4858,88.9,38,0,1.7
507,Jeremie,HT,2021-07-07 22:52:07,18.65,-74.1167,82.9,73,52,3.87
508,Buzuluk,RU,2021-07-07 22:52:08,52.7807,52.2635,57.47,64,98,8.03
509,Takarazuka,JP,2021-07-07 22:52:08,34.7994,135.357,75.67,100,75,2.3
510,Ezhou,CN,2021-07-07 22:52:08,30.4,114.8333,79.11,90,99,3.36
511,Dauphin,CA,2021-07-07 22:52:09,51.1494,-100.0502,68.14,52,90,6.91
512,Mana,GF,2021-07-07 22:52:09,5.6592,-53.7767,77.47,82,16,5.82
513,Tromso,NO,2021-07-07 22:52:09,69.6496,18.957,63.25,88,75,4.61
514,Peruibe,BR,2021-07-07 22:52:10,-24.32,-46.9983,62.46,92,23,5.12
515,Lyuban,BY,2021-07-07 22:52:10,52.7985,28.0048,63.1,86,0,6.6
516,Buraydah,SA,2021-07-07 22:52:10,26.326,43.975,91.85,10,27,15.68
517,San Angelo,US,2021-07-07 22:48:03,31.4638,-100.437,90.97,49,1,1.99
518,Codrington,AU,2021-07-07 22:52:11,-38.2667,141.9667,42.03,85,71,7.25
519,Pattani,TH,2021-07-07 22:52:11,6.75,100.4167,76.44,93,100,1.28
520,Guisa,CU,2021-07-07 22:52:12,20.255,-76.5386,79.11,84,84,4.56
521,Kholodnyy,RU,2021-07-07 22:52:12,62.7167,147.95,69.03,62,61,14.67
522,Kigoma,TZ,2021-07-07 22:52:12,-4.8769,29.6267,64.99,82,0,0.0
523,Labuan,MY,2021-07-07 22:52:12,5.2767,115.2417,75.11,100,40,3.44
524,Aksarka,RU,2021-07-07 22:52:13,66.5606,67.7975,49.32,46,60,6.8
525,Harindanga,IN,2021-07-07 22:52:13,22.0383,88.3214,80.58,89,100,5.06
526,Fereydun Kenar,IR,2021-07-07 22:52:13,36.6864,52.5225,80.65,72,0,7.45
527,Ola,RU,2021-07-07 22:52:14,59.5833,151.2833,52.66,92,100,5.75
528,Kashira,RU,2021-07-07 22:52:14,54.8444,38.1669,59.34,77,0,4.88
529,Yuli,NG,2021-07-07 22:52:14,9.6989,10.2744,71.22,84,70,4.56
530,Grand Forks,US,2021-07-07 22:52:15,47.9417,-97.4337,71.53,43,90,4.61
531,Bol,TD,2021-07-07 22:52:15,13.4586,14.7147,81.7,76,99,13.22
532,Tautira,PF,2021-07-07 22:52:15,-17.7333,-149.15,84.22,72,47,16.73
533,Padang,ID,2021-07-07 22:52:15,-0.9492,100.3543,75.99,88,82,3.38
534,Taoudenni,ML,2021-07-07 22:52:16,22.6783,-3.9836,105.82,6,56,8.39
535,Fontem,CM,2021-07-07 22:52:16,5.4685,9.8818,65.37,97,100,1.36
536,Ucluelet,CA,2021-07-07 22:51:37,48.9329,-125.5528,77.04,85,99,1.01
537,Marilandia,BR,2021-07-07 22:52:08,-19.4128,-40.5417,62.96,78,27,2.68
538,Birjand,IR,2021-07-07 22:52:17,32.8663,59.2211,79.27,11,0,4.61
539,Vuktyl,RU,2021-07-07 22:52:17,63.8567,57.3094,67.1,59,88,3.83
540,Geraldton,AU,2021-07-07 22:52:18,-28.7667,114.6,50.41,100,97,11.5
541,Ekhabi,RU,2021-07-07 22:52:18,53.5102,142.9671,61.32,77,58,16.4
542,Rio Branco,BR,2021-07-07 22:52:18,-9.9747,-67.81,84.81,61,75,3.44
